OBJECTID,pointid,Elevation,FlowDirect,POINT_X,POINT_Y
1196,1196,157.7164917,4,287637.44,4783256.029
1197,1197,157.7068024,4,287638.44,4783256.029
1198,1198,157.7468109,4,287639.44,4783256.029
1199,1199,157.7163696,4,287640.44,4783256.029
1200,1200,157.7437592,128,287641.44,4783256.029
1201,1201,156.4397583,1,287642.44,4783256.029
1202,1202,150.8695679,1,287643.44,4783256.029
1203,1203,150.1940765,1,287644.44,4783256.029
1204,1204,150.1778717,128,287645.44,4783256.029
1205,1205,150.1712952,128,287646.44,4783256.029
1206,1206,150.057785,64,287647.44,4783256.029
1207,1207,149.9649048,64,287648.44,4783256.029
1208,1208,149.9899445,16,287649.44,4783256.029
1209,1209,150.0054016,16,287650.44,4783256.029
1210,1210,150.0090637,16,287651.44,4783256.029
1211,1211,150.0302887,16,287652.44,4783256.029
1212,1212,150.0501099,8,287653.44,4783256.029
1213,1213,150.0408478,1,287654.44,4783256.029
1214,1214,150.0252991,1,287655.44,4783256.029
1215,1215,149.9943848,2,287656.44,4783256.029
1216,1216,149.9876404,2,287657.44,4783256.029
1217,1217,152.7462006,4,287658.44,4783256.029
1218,1218,153.6124573,4,287659.44,4783256.029
1219,1219,150.8185577,4,287660.44,4783256.029
1220,1220,154.34758,16,287661.44,4783256.029
1221,1221,150.905365,4,287662.44,4783256.029
1222,1222,150.2009125,8,287663.44,4783256.029
1223,1223,150.2322083,8,287664.44,4783256.029
1224,1224,150.2400055,32,287665.44,4783256.029
1225,1225,150.2579956,32,287666.44,4783256.029
1226,1226,150.2639618,128,287667.44,4783256.029
1227,1227,150.2575989,64,287668.44,4783256.029
1228,1228,150.2897339,32,287669.44,4783256.029
1229,1229,150.3252869,16,287670.44,4783256.029
1230,1230,150.3345795,16,287671.44,4783256.029
1231,1231,150.3492584,1,287672.44,4783256.029
1232,1232,150.3164215,1,287673.44,4783256.029
1233,1233,150.3003387,2,287674.44,4783256.029
1234,1234,150.2794952,4,287675.44,4783256.029
1235,1235,150.2785339,1,287676.44,4783256.029
1236,1236,150.2596893,2,287677.44,4783256.029
1237,1237,150.2312927,4,287678.44,4783256.029
1238,1238,150.1931458,4,287617.44,4783255.029
1239,1239,151.2259064,16,287618.44,4783255.029
1240,1240,152.2288513,8,287619.44,4783255.029
1241,1241,153.798996,16,287620.44,4783255.029
1242,1242,156.997345,16,287621.44,4783255.029
1243,1243,156.9988251,8,287622.44,4783255.029
1244,1244,156.994873,8,287623.44,4783255.029
1245,1245,156.9985199,2,287624.44,4783255.029
1246,1246,157.0449829,1,287625.44,4783255.029
1247,1247,156.9862671,64,287626.44,4783255.029
1248,1248,157.0076294,16,287627.44,4783255.029
1249,1249,157.0212402,16,287628.44,4783255.029
1250,1250,157.0601807,16,287629.44,4783255.029
1251,1251,157.1159973,16,287630.44,4783255.029
1252,1252,157.1578217,16,287631.44,4783255.029
1253,1253,157.7527618,2,287632.44,4783255.029
1254,1254,157.2122498,4,287633.44,4783255.029
1255,1255,157.2251434,4,287634.44,4783255.029
1256,1256,157.2222443,4,287635.44,4783255.029
1257,1257,157.1953735,4,287636.44,4783255.029
1258,1258,157.2033997,4,287637.44,4783255.029
1259,1259,157.1811066,4,287638.44,4783255.029
1260,1260,157.2158966,4,287639.44,4783255.029
1261,1261,157.2195129,4,287640.44,4783255.029
1262,1262,157.2258148,1,287641.44,4783255.029
1263,1263,156.0965729,1,287642.44,4783255.029
1264,1264,152.2499237,1,287643.44,4783255.029
1265,1265,150.1985779,1,287644.44,4783255.029
1266,1266,150.1797485,2,287645.44,4783255.029
1267,1267,150.1808624,1,287646.44,4783255.029
1268,1268,150.0844879,128,287647.44,4783255.029
1269,1269,150.0471191,64,287648.44,4783255.029
1270,1270,150.3300476,64,287649.44,4783255.029
1271,1271,150.1065521,64,287650.44,4783255.029
1272,1272,150.0150909,4,287651.44,4783255.029
1273,1273,150.0203552,8,287652.44,4783255.029
1274,1274,150.0403595,8,287653.44,4783255.029
1275,1275,150.0467529,1,287654.44,4783255.029
1276,1276,150.0241699,1,287655.44,4783255.029
1277,1277,149.9953003,1,287656.44,4783255.029
1278,1278,149.9833679,1,287657.44,4783255.029
1279,1279,149.9626923,2,287658.44,4783255.029
1280,1280,149.9542236,1,287659.44,4783255.029
1281,1281,149.9230042,4,287660.44,4783255.029
1282,1282,151.042984,16,287661.44,4783255.029
1283,1283,150.1489105,4,287662.44,4783255.029
1284,1284,150.1743011,16,287663.44,4783255.029
1285,1285,150.2298584,16,287664.44,4783255.029
1286,1286,150.2365875,8,287665.44,4783255.029
1287,1287,150.252533,16,287666.44,4783255.029
1288,1288,150.2637177,16,287667.44,4783255.029
1289,1289,150.2761536,64,287668.44,4783255.029
1290,1290,150.3243103,16,287669.44,4783255.029
1291,1291,150.3463745,32,287670.44,4783255.029
1292,1292,150.360733,64,287671.44,4783255.029
1293,1293,150.3430328,1,287672.44,4783255.029
1294,1294,150.3180084,2,287673.44,4783255.029
1295,1295,150.3003082,2,287674.44,4783255.029
1296,1296,150.262558,4,287675.44,4783255.029
1297,1297,150.2663574,4,287676.44,4783255.029
1298,1298,150.2732239,1,287677.44,4783255.029
1299,1299,150.2097778,1,287678.44,4783255.029
1300,1300,150.1731262,4,287617.44,4783254.029
1301,1301,150.5448303,16,287618.44,4783254.029
1302,1302,152.2088623,16,287619.44,4783254.029
1303,1303,153.90979,8,287620.44,4783254.029
1304,1304,156.9864807,16,287621.44,4783254.029
1305,1305,156.9915161,16,287622.44,4783254.029
1306,1306,156.9943695,8,287623.44,4783254.029
1307,1307,157.0009308,1,287624.44,4783254.029
1308,1308,156.9914093,128,287625.44,4783254.029
1309,1309,156.9985199,64,287626.44,4783254.029
1310,1310,157.0083618,32,287627.44,4783254.029
1311,1311,157.0246429,16,287628.44,4783254.029
1312,1312,157.042572,16,287629.44,4783254.029
1313,1313,157.1124725,16,287630.44,4783254.029
1314,1314,157.1689758,2,287631.44,4783254.029
1315,1315,157.5762329,2,287632.44,4783254.029
1316,1316,156.7257843,4,287633.44,4783254.029
1317,1317,156.7410126,8,287634.44,4783254.029
1318,1318,156.6838684,4,287635.44,4783254.029
1319,1319,156.6572723,4,287636.44,4783254.029
1320,1320,156.7036133,4,287637.44,4783254.029
1321,1321,156.6536407,4,287638.44,4783254.029
1322,1322,156.6977234,4,287639.44,4783254.029
1323,1323,156.6589203,4,287640.44,4783254.029
1324,1324,156.6979523,4,287641.44,4783254.029
1325,1325,156.7217102,1,287642.44,4783254.029
1326,1326,152.1575165,1,287643.44,4783254.029
1327,1327,150.2081299,1,287644.44,4783254.029
1328,1328,150.1821442,2,287645.44,4783254.029
1329,1329,150.1706238,128,287646.44,4783254.029
1330,1330,150.1427155,128,287647.44,4783254.029
1331,1331,150.8927917,64,287648.44,4783254.029
1332,1332,151.7032318,64,287649.44,4783254.029
1333,1333,150.4493408,1,287650.44,4783254.029
1334,1334,150.0040436,4,287651.44,4783254.029
1335,1335,150.0104218,16,287652.44,4783254.029
1336,1336,150.0239716,16,287653.44,4783254.029
1337,1337,150.0443115,1,287654.44,4783254.029
1338,1338,150.0179443,1,287655.44,4783254.029
1339,1339,149.9951172,1,287656.44,4783254.029
1340,1340,149.9825134,1,287657.44,4783254.029
1341,1341,149.9644623,1,287658.44,4783254.029
1342,1342,149.9426422,1,287659.44,4783254.029
1343,1343,149.9128265,4,287660.44,4783254.029
1344,1344,150.140976,16,287661.44,4783254.029
1345,1345,150.1406708,8,287662.44,4783254.029
1346,1346,150.1733551,16,287663.44,4783254.029
1347,1347,150.2198029,16,287664.44,4783254.029
1348,1348,150.2373199,16,287665.44,4783254.029
1349,1349,150.2557678,16,287666.44,4783254.029
1350,1350,150.2767639,16,287667.44,4783254.029
1351,1351,150.2858124,32,287668.44,4783254.029
1352,1352,150.3314514,16,287669.44,4783254.029
1353,1353,150.3625946,16,287670.44,4783254.029
1354,1354,150.3539429,1,287671.44,4783254.029
1355,1355,150.3427887,128,287672.44,4783254.029
1356,1356,150.3267822,1,287673.44,4783254.029
1357,1357,150.2884064,1,287674.44,4783254.029
1358,1358,150.2337494,1,287675.44,4783254.029
1359,1359,150.2289886,4,287676.44,4783254.029
1360,1360,150.2677917,1,287677.44,4783254.029
1361,1361,150.2139282,64,287678.44,4783254.029
1362,1362,150.1222687,4,287617.44,4783253.029
1363,1363,150.1966248,16,287618.44,4783253.029
1364,1364,151.2674561,16,287619.44,4783253.029
1365,1365,153.3620148,16,287620.44,4783253.029
1366,1366,156.9891968,16,287621.44,4783253.029
1367,1367,156.9864502,32,287622.44,4783253.029
1368,1368,156.9902954,16,287623.44,4783253.029
1369,1369,157.0027313,16,287624.44,4783253.029
1370,1370,156.9972229,64,287625.44,4783253.029
1371,1371,157.0163269,16,287626.44,4783253.029
1372,1372,157.0165558,32,287627.44,4783253.029
1373,1373,157.038269,16,287628.44,4783253.029
1374,1374,157.0711517,32,287629.44,4783253.029
1375,1375,157.1324158,32,287630.44,4783253.029
1376,1376,157.1744537,1,287631.44,4783253.029
1377,1377,155.487854,1,287632.44,4783253.029
1378,1378,151.4954987,4,287633.44,4783253.029
1379,1379,153.6472473,16,287634.44,4783253.029
1380,1380,152.9904633,4,287635.44,4783253.029
1381,1381,153.8026123,4,287636.44,4783253.029
1382,1382,153.8308868,4,287637.44,4783253.029
1383,1383,153.9374695,4,287638.44,4783253.029
1384,1384,153.4554749,4,287639.44,4783253.029
1385,1385,153.8191528,4,287640.44,4783253.029
1386,1386,153.6656494,4,287641.44,4783253.029
1387,1387,153.8649445,128,287642.44,4783253.029
1388,1388,152.8170013,1,287643.44,4783253.029
1389,1389,150.2114868,2,287644.44,4783253.029
1390,1390,150.1863098,2,287645.44,4783253.029
1391,1391,150.1642303,2,287646.44,4783253.029
1392,1392,150.1458435,2,287647.44,4783253.029
1393,1393,150.3008423,4,287648.44,4783253.029
1394,1394,151.701828,16,287649.44,4783253.029
1395,1395,150.8866577,1,287650.44,4783253.029
1396,1396,150.0024872,4,287651.44,4783253.029
1397,1397,150.0163422,16,287652.44,4783253.029
1398,1398,150.0183411,8,287653.44,4783253.029
1399,1399,150.0363312,1,287654.44,4783253.029
1400,1400,150.0146332,1,287655.44,4783253.029
1401,1401,149.9996948,1,287656.44,4783253.029
1402,1402,149.9828339,1,287657.44,4783253.029
1403,1403,149.9646912,128,287658.44,4783253.029
1404,1404,149.9491577,1,287659.44,4783253.029
1405,1405,149.9220886,64,287660.44,4783253.029
1406,1406,150.0645142,16,287661.44,4783253.029
1407,1407,150.1286621,8,287662.44,4783253.029
1408,1408,150.1612396,16,287663.44,4783253.029
1409,1409,150.2236328,16,287664.44,4783253.029
1410,1410,150.262558,16,287665.44,4783253.029
1411,1411,150.2668457,32,287666.44,4783253.029
1412,1412,150.276886,32,287667.44,4783253.029
1413,1413,150.3041077,16,287668.44,4783253.029
1414,1414,150.3456421,32,287669.44,4783253.029
1415,1415,150.3649139,32,287670.44,4783253.029
1416,1416,150.3697205,1,287671.44,4783253.029
1417,1417,150.3465576,128,287672.44,4783253.029
1418,1418,150.1018829,16,287617.44,4783252.029
1419,1419,152.2046661,16,287618.44,4783252.029
1420,1420,150.50737,32,287619.44,4783252.029
1421,1421,153.3654633,16,287620.44,4783252.029
1422,1422,156.9888916,16,287621.44,4783252.029
1423,1423,157.0001373,64,287622.44,4783252.029
1424,1424,157.260788,64,287623.44,4783252.029
1425,1425,157.2418671,64,287624.44,4783252.029
1426,1426,157.0530853,2,287625.44,4783252.029
1427,1427,157.0754547,4,287626.44,4783252.029
1428,1428,157.0810547,8,287627.44,4783252.029
1429,1429,157.0953979,64,287628.44,4783252.029
1430,1430,157.1388092,32,287629.44,4783252.029
1431,1431,157.1830902,2,287630.44,4783252.029
1432,1432,157.2171936,2,287631.44,4783252.029
1433,1433,155.8929443,1,287632.44,4783252.029
1434,1434,150.9006805,4,287633.44,4783252.029
1435,1435,152.8931732,16,287634.44,4783252.029
1436,1436,152.9062805,4,287635.44,4783252.029
1437,1437,152.8977966,4,287636.44,4783252.029
1438,1438,152.9035339,4,287637.44,4783252.029
1439,1439,152.9015198,4,287638.44,4783252.029
1440,1440,152.8845062,2,287639.44,4783252.029
1441,1441,152.8765106,4,287640.44,4783252.029
1442,1442,152.8876801,4,287641.44,4783252.029
1443,1443,153.5923309,8,287642.44,4783252.029
1444,1444,153.7890472,1,287643.44,4783252.029
1445,1445,150.9095917,1,287644.44,4783252.029
1446,1446,150.1684875,2,287645.44,4783252.029
1447,1447,150.1430817,2,287646.44,4783252.029
1448,1448,150.1120148,1,287647.44,4783252.029
1449,1449,149.9518433,4,287648.44,4783252.029
1450,1450,151.2040863,16,287649.44,4783252.029
1451,1451,151.0063171,1,287650.44,4783252.029
1452,1452,149.9982452,2,287651.44,4783252.029
1453,1453,150.0057373,16,287652.44,4783252.029
1454,1454,150.0154114,8,287653.44,4783252.029
1455,1455,150.0290833,2,287654.44,4783252.029
1456,1456,150.0182495,2,287655.44,4783252.029
1457,1457,150.0070038,1,287656.44,4783252.029
1458,1458,149.9813538,1,287657.44,4783252.029
1459,1459,149.9668274,2,287658.44,4783252.029
1460,1460,149.9524536,1,287659.44,4783252.029
1461,1461,149.9290466,64,287660.44,4783252.029
1462,1462,149.9615936,16,287661.44,4783252.029
1463,1463,150.1249237,16,287662.44,4783252.029
1464,1464,150.1536255,16,287663.44,4783252.029
1465,1465,150.2116089,16,287664.44,4783252.029
1466,1466,150.2648163,16,287665.44,4783252.029
1467,1467,150.2717133,16,287666.44,4783252.029
1468,1468,150.2875519,16,287667.44,4783252.029
1469,1469,150.8832855,4,287618.44,4783251.029
1470,1470,150.4516296,4,287619.44,4783251.029
1471,1471,153.0601654,4,287620.44,4783251.029
1472,1472,157.9565887,4,287621.44,4783251.029
1473,1473,157.8507538,4,287622.44,4783251.029
1474,1474,158.3197632,4,287623.44,4783251.029
1475,1475,158.0545349,4,287624.44,4783251.029
1476,1476,158.142746,4,287625.44,4783251.029
1477,1477,156.9387207,4,287626.44,4783251.029
1478,1478,158.009491,4,287627.44,4783251.029
1479,1479,158.249054,4,287628.44,4783251.029
1480,1480,158.0482635,4,287629.44,4783251.029
1481,1481,158.2501831,4,287630.44,4783251.029
1482,1482,156.4431763,4,287631.44,4783251.029
1483,1483,154.249527,4,287632.44,4783251.029
1484,1484,151.1821442,4,287633.44,4783251.029
1485,1485,151.9338531,4,287634.44,4783251.029
1486,1486,151.9168243,4,287635.44,4783251.029
1487,1487,152.1134186,4,287636.44,4783251.029
1488,1488,152.0268402,4,287637.44,4783251.029
1489,1489,151.7248688,4,287638.44,4783251.029
1490,1490,152.0331116,4,287639.44,4783251.029
1491,1491,151.4714813,4,287640.44,4783251.029
1492,1492,151.7438202,4,287641.44,4783251.029
1493,1493,152.6630096,4,287642.44,4783251.029
1494,1494,152.2369385,4,287643.44,4783251.029
1495,1495,150.5392303,1,287644.44,4783251.029
1496,1496,150.1238708,2,287645.44,4783251.029
1497,1497,150.1035919,2,287646.44,4783251.029
1498,1498,150.0075684,1,287647.44,4783251.029
1499,1499,149.9432068,4,287648.44,4783251.029
1500,1500,150.343811,16,287649.44,4783251.029
1501,1501,151.136734,1,287650.44,4783251.029
1502,1502,150.1098175,4,287651.44,4783251.029
1503,1503,150.0006714,8,287652.44,4783251.029
1504,1504,150.01651,8,287653.44,4783251.029
1505,1505,150.0151825,1,287654.44,4783251.029
1506,1506,150.002655,1,287655.44,4783251.029
1507,1507,149.9893341,1,287656.44,4783251.029
1508,1508,149.9771423,1,287657.44,4783251.029
1509,1509,149.9636536,1,287658.44,4783251.029
1510,1510,149.946106,128,287659.44,4783251.029
1511,1511,149.9373322,64,287660.44,4783251.029
1512,1512,149.9939575,16,287661.44,4783251.029
1513,1513,150.0565338,4,287618.44,4783250.029
1514,1514,150.1044464,8,287619.44,4783250.029
1515,1515,150.15271,8,287620.44,4783250.029
1516,1516,150.1495667,16,287621.44,4783250.029
1517,1517,150.1577911,16,287622.44,4783250.029
1518,1518,150.1581116,16,287623.44,4783250.029
1519,1519,150.1568451,16,287624.44,4783250.029
1520,1520,150.1755066,16,287625.44,4783250.029
1521,1521,150.8269958,16,287626.44,4783250.029
1522,1522,150.1794739,1,287627.44,4783250.029
1523,1523,150.187088,16,287628.44,4783250.029
1524,1524,151.8781128,16,287629.44,4783250.029
1525,1525,150.1996002,1,287630.44,4783250.029
1526,1526,150.2011719,16,287631.44,4783250.029
1527,1527,150.2161102,2,287632.44,4783250.029
1528,1528,150.2276917,4,287633.44,4783250.029
1529,1529,150.2376251,8,287634.44,4783250.029
1530,1530,150.2292175,4,287635.44,4783250.029
1531,1531,150.2148895,8,287636.44,4783250.029
1532,1532,150.2004395,1,287637.44,4783250.029
1533,1533,150.1909332,1,287638.44,4783250.029
1534,1534,150.188797,16,287639.44,4783250.029
1535,1535,150.1911163,2,287640.44,4783250.029
1536,1536,150.1954346,4,287641.44,4783250.029
1537,1537,150.1957245,4,287642.44,4783250.029
1538,1538,150.1711426,2,287643.44,4783250.029
1539,1539,150.1239624,2,287644.44,4783250.029
1540,1540,150.0452881,4,287645.44,4783250.029
1541,1541,150.0046082,1,287646.44,4783250.029
1542,1542,149.9568634,2,287647.44,4783250.029
1543,1543,149.9463501,4,287648.44,4783250.029
1544,1544,150.1014557,4,287649.44,4783250.029
1545,1545,150.3868866,1,287650.44,4783250.029
1546,1546,149.9798126,4,287651.44,4783250.029
1547,1547,149.9921417,16,287652.44,4783250.029
1548,1548,150.001709,16,287653.44,4783250.029
1549,1549,150.0059814,1,287654.44,4783250.029
1550,1550,149.9977875,128,287655.44,4783250.029
1551,1551,149.9874725,4,287618.44,4783249.029
1552,1552,150.0720062,4,287619.44,4783249.029
1553,1553,151.5970001,4,287620.44,4783249.029
1554,1554,151.426239,64,287621.44,4783249.029
1555,1555,150.8485718,4,287622.44,4783249.029
1556,1556,151.3388672,64,287623.44,4783249.029
1557,1557,150.7358856,64,287624.44,4783249.029
1558,1558,151.0569916,4,287625.44,4783249.029
1559,1559,151.2489471,4,287626.44,4783249.029
1560,1560,151.0789948,4,287627.44,4783249.029
1561,1561,152.7046814,4,287628.44,4783249.029
1562,1562,153.7015839,4,287629.44,4783249.029
1563,1563,151.7046509,4,287630.44,4783249.029
1564,1564,150.8323669,4,287631.44,4783249.029
1565,1565,150.8358765,4,287632.44,4783249.029
1566,1566,150.1785431,4,287633.44,4783249.029
1567,1567,150.9246826,4,287634.44,4783249.029
1568,1568,150.1869202,4,287635.44,4783249.029
1569,1569,150.7616272,4,287636.44,4783249.029
1570,1570,151.5814056,4,287637.44,4783249.029
1571,1571,151.0284424,4,287638.44,4783249.029
1572,1572,151.0684204,4,287639.44,4783249.029
1573,1573,151.5232239,1,287640.44,4783249.029
1574,1574,150.1577606,2,287641.44,4783249.029
1575,1575,150.1580658,2,287642.44,4783249.029
1576,1576,150.1523285,4,287643.44,4783249.029
1577,1577,150.062439,1,287644.44,4783249.029
1578,1578,149.9931183,1,287645.44,4783249.029
1579,1579,149.9773865,1,287646.44,4783249.029
1580,1580,149.9571533,1,287647.44,4783249.029
1581,1581,149.931488,4,287648.44,4783249.029
1582,1582,149.9439545,16,287649.44,4783249.029
1583,1583,149.9362488,16,287618.44,4783248.029
1584,1584,149.9735718,16,287619.44,4783248.029
1585,1585,150.0279694,4,287620.44,4783248.029
1586,1586,150.2363586,4,287621.44,4783248.029
1587,1587,150.0874023,4,287622.44,4783248.029
1588,1588,150.2567291,4,287623.44,4783248.029
1589,1589,150.2630005,4,287624.44,4783248.029
1590,1590,150.1645966,4,287625.44,4783248.029
1591,1591,150.1937714,4,287626.44,4783248.029
1592,1592,150.0107269,4,287627.44,4783248.029
1593,1593,150.0191345,8,287628.44,4783248.029
1594,1594,150.0083771,1,287629.44,4783248.029
1595,1595,149.9934235,1,287630.44,4783248.029
1596,1596,150.0037384,1,287631.44,4783248.029
1597,1597,149.9984741,1,287632.44,4783248.029
1598,1598,150.0033569,16,287633.44,4783248.029
1599,1599,150.0065155,16,287634.44,4783248.029
1600,1600,150.0143738,16,287635.44,4783248.029
1601,1601,150.0105438,1,287636.44,4783248.029
1602,1602,150.0125427,2,287637.44,4783248.029
1603,1603,150.0225525,16,287638.44,4783248.029
1604,1604,150.1771851,16,287639.44,4783248.029
1605,1605,151.6790466,16,287640.44,4783248.029
1606,1606,150.2180481,1,287641.44,4783248.029
1607,1607,150.1143646,1,287642.44,4783248.029
1608,1608,150.0020752,4,287643.44,4783248.029
1609,1609,149.936264,4,287618.44,4783247.029
1610,1610,149.9425812,16,287619.44,4783247.029
1611,1611,149.9495697,16,287620.44,4783247.029
1612,1612,149.9524078,8,287621.44,4783247.029
1613,1613,149.9591522,16,287622.44,4783247.029
1614,1614,149.984726,16,287623.44,4783247.029
1615,1615,149.9893341,8,287624.44,4783247.029
1616,1616,149.9886017,8,287625.44,4783247.029
1617,1617,149.9926453,4,287626.44,4783247.029
1618,1618,149.9822693,8,287627.44,4783247.029
1619,1619,150.0033569,16,287628.44,4783247.029
1620,1620,150.229248,16,287629.44,4783247.029
1621,1621,150.2879791,4,287630.44,4783247.029
1622,1622,150.2671204,64,287631.44,4783247.029
1623,1623,150.2202454,64,287632.44,4783247.029
1624,1624,150.2369537,64,287633.44,4783247.029
1625,1625,150.2973938,64,287634.44,4783247.029
1626,1626,150.3598175,64,287635.44,4783247.029
1627,1627,150.2037811,64,287636.44,4783247.029
1628,1628,150.3233032,64,287637.44,4783247.029
1629,1629,149.9339142,16,287618.44,4783246.029
1630,1630,149.942215,16,287619.44,4783246.029
1631,1631,149.9458466,16,287620.44,4783246.029
1632,1632,149.9522552,16,287621.44,4783246.029
1633,1633,149.9589691,16,287622.44,4783246.029
1634,1634,149.967392,16,287623.44,4783246.029
1635,1635,149.9770203,16,287624.44,4783246.029
1636,1636,149.9831696,16,287625.44,4783246.029
1637,1637,149.9812927,2,287626.44,4783246.029
1638,1638,149.9862823,16,287627.44,4783246.029
1639,1639,150.1666718,16,287628.44,4783246.029
1640,1640,150.0072021,1,287629.44,4783246.029
1641,1641,149.9993896,4,287630.44,4783246.029
1642,1642,150.0087585,16,287631.44,4783246.029
1643,1643,149.9495239,32,287619.44,4783245.029
1644,1644,149.9584503,64,287620.44,4783245.029
1645,1645,149.9651947,32,287621.44,4783245.029
1646,1646,149.9671478,32,287622.44,4783245.029
1647,1647,149.9745483,32,287623.44,4783245.029
1648,1648,149.9800568,32,287624.44,4783245.029
1649,1649,149.9848175,32,287625.44,4783245.029
1650,1650,149.985733,64,287626.44,4783245.029
1651,1651,149.9417877,8,287619.44,4783244.029
1652,1652,149.9499664,16,287620.44,4783244.029
