OBJECTID,pointid,Elevation,FlowDirect,POINT_X,POINT_Y
604,604,150.0484314,1,287653.44,4783266.029
605,605,150.0198059,1,287654.44,4783266.029
606,606,150.0076752,128,287655.44,4783266.029
607,607,151.1797485,64,287656.44,4783266.029
608,608,151.3828278,64,287657.44,4783266.029
609,609,152.2797394,64,287658.44,4783266.029
610,610,150.5672302,64,287659.44,4783266.029
611,611,150.1985474,32,287660.44,4783266.029
612,612,152.588028,16,287661.44,4783266.029
613,613,159.0364685,16,287662.44,4783266.029
614,614,159.4394531,8,287663.44,4783266.029
615,615,159.3130951,1,287664.44,4783266.029
616,616,159.2014465,1,287665.44,4783266.029
617,617,159.1073914,1,287666.44,4783266.029
618,618,159.0087433,1,287667.44,4783266.029
619,619,158.9024963,1,287668.44,4783266.029
620,620,158.7984161,1,287669.44,4783266.029
621,621,158.7224731,1,287670.44,4783266.029
622,622,158.6539612,1,287671.44,4783266.029
623,623,158.5562897,1,287672.44,4783266.029
624,624,158.46492,1,287673.44,4783266.029
625,625,158.3693695,2,287674.44,4783266.029
626,626,150.1228943,128,287615.44,4783265.029
627,627,150.106842,64,287616.44,4783265.029
628,628,150.0986481,64,287617.44,4783265.029
629,629,150.0939484,128,287618.44,4783265.029
630,630,150.065094,64,287619.44,4783265.029
631,631,150.0673065,64,287620.44,4783265.029
632,632,150.1115265,32,287621.44,4783265.029
633,633,150.1434784,32,287622.44,4783265.029
634,634,150.1455688,64,287623.44,4783265.029
635,635,150.1392975,64,287624.44,4783265.029
636,636,150.1552124,64,287625.44,4783265.029
637,637,150.1676941,64,287626.44,4783265.029
638,638,150.183075,32,287627.44,4783265.029
639,639,150.2100067,32,287628.44,4783265.029
640,640,150.2291412,64,287629.44,4783265.029
641,641,150.2122498,64,287630.44,4783265.029
642,642,150.2195129,64,287631.44,4783265.029
643,643,150.203125,128,287632.44,4783265.029
644,644,150.1720123,128,287633.44,4783265.029
645,645,150.1211243,1,287634.44,4783265.029
646,646,150.0259705,64,287635.44,4783265.029
647,647,150.0229797,128,287636.44,4783265.029
648,648,150.0324554,64,287637.44,4783265.029
649,649,150.0519409,128,287638.44,4783265.029
650,650,150.0479126,64,287639.44,4783265.029
651,651,150.0460205,64,287640.44,4783265.029
652,652,150.1305695,32,287641.44,4783265.029
653,653,150.1809692,16,287642.44,4783265.029
654,654,150.1595306,128,287643.44,4783265.029
655,655,150.1328888,1,287644.44,4783265.029
656,656,150.0310059,1,287645.44,4783265.029
657,657,149.9464722,4,287646.44,4783265.029
658,658,149.9694366,16,287647.44,4783265.029
659,659,149.9967041,16,287648.44,4783265.029
660,660,150.0111694,16,287649.44,4783265.029
661,661,150.0297699,16,287650.44,4783265.029
662,662,150.0492249,16,287651.44,4783265.029
663,663,150.0688477,1,287652.44,4783265.029
664,664,150.0482178,128,287653.44,4783265.029
665,665,150.0323639,1,287654.44,4783265.029
666,666,150.0118866,64,287655.44,4783265.029
667,667,153.1922913,16,287656.44,4783265.029
668,668,153.669693,64,287657.44,4783265.029
669,669,154.4836884,128,287658.44,4783265.029
670,670,151.7860718,64,287659.44,4783265.029
671,671,151.727356,64,287660.44,4783265.029
672,672,150.9608765,4,287661.44,4783265.029
673,673,158.2324524,16,287662.44,4783265.029
674,674,159.4486084,8,287663.44,4783265.029
675,675,159.3171844,1,287664.44,4783265.029
676,676,159.2216187,1,287665.44,4783265.029
677,677,159.1250763,1,287666.44,4783265.029
678,678,159.022171,1,287667.44,4783265.029
679,679,158.9346161,1,287668.44,4783265.029
680,680,158.8047028,1,287669.44,4783265.029
681,681,158.7343597,1,287670.44,4783265.029
682,682,158.6689911,1,287671.44,4783265.029
683,683,158.5667267,1,287672.44,4783265.029
684,684,158.4769287,1,287673.44,4783265.029
685,685,158.3733368,1,287674.44,4783265.029
686,686,158.2695465,1,287675.44,4783265.029
687,687,150.1489868,128,287615.44,4783264.029
688,688,150.1554871,64,287616.44,4783264.029
689,689,150.1481323,64,287617.44,4783264.029
690,690,150.2061462,64,287618.44,4783264.029
691,691,150.2012634,64,287619.44,4783264.029
692,692,150.2164154,64,287620.44,4783264.029
693,693,150.2197113,64,287621.44,4783264.029
694,694,150.2260742,64,287622.44,4783264.029
695,695,150.2425537,64,287623.44,4783264.029
696,696,150.2398376,64,287624.44,4783264.029
697,697,150.2631378,64,287625.44,4783264.029
698,698,150.2913208,64,287626.44,4783264.029
699,699,150.3098907,64,287627.44,4783264.029
700,700,150.321106,64,287628.44,4783264.029
701,701,150.3184662,64,287629.44,4783264.029
702,702,150.3057709,64,287630.44,4783264.029
703,703,150.2992706,64,287631.44,4783264.029
704,704,150.760788,64,287632.44,4783264.029
705,705,150.9617157,64,287633.44,4783264.029
706,706,150.6830292,64,287634.44,4783264.029
707,707,150.7882996,64,287635.44,4783264.029
708,708,150.3951263,64,287636.44,4783264.029
709,709,150.1806488,64,287637.44,4783264.029
710,710,150.175415,64,287638.44,4783264.029
711,711,150.1720886,64,287639.44,4783264.029
712,712,150.1822205,64,287640.44,4783264.029
713,713,150.1980591,32,287641.44,4783264.029
714,714,150.1926727,32,287642.44,4783264.029
715,715,150.1723328,1,287643.44,4783264.029
716,716,150.1410065,1,287644.44,4783264.029
717,717,150.017868,1,287645.44,4783264.029
718,718,149.9472656,64,287646.44,4783264.029
719,719,149.9649048,16,287647.44,4783264.029
720,720,149.9930573,16,287648.44,4783264.029
721,721,150.0047607,16,287649.44,4783264.029
722,722,150.0280457,16,287650.44,4783264.029
723,723,150.0444183,8,287651.44,4783264.029
724,724,150.0666046,16,287652.44,4783264.029
725,725,150.0464325,1,287653.44,4783264.029
726,726,150.0307159,1,287654.44,4783264.029
727,727,150.0120087,64,287655.44,4783264.029
728,728,154.2870636,16,287656.44,4783264.029
729,729,155.7350006,64,287657.44,4783264.029
730,730,154.8447876,128,287658.44,4783264.029
731,731,155.6401367,64,287659.44,4783264.029
732,732,153.4826508,1,287660.44,4783264.029
733,733,150.2048645,4,287661.44,4783264.029
734,734,154.5490112,16,287662.44,4783264.029
735,735,159.4756012,16,287663.44,4783264.029
736,736,159.351532,128,287664.44,4783264.029
737,737,159.263504,1,287665.44,4783264.029
738,738,159.1451111,1,287666.44,4783264.029
739,739,159.0362701,1,287667.44,4783264.029
740,740,158.9437714,1,287668.44,4783264.029
741,741,158.8333893,1,287669.44,4783264.029
742,742,158.7539825,1,287670.44,4783264.029
743,743,158.6845551,1,287671.44,4783264.029
744,744,158.5777435,1,287672.44,4783264.029
745,745,158.4803467,1,287673.44,4783264.029
746,746,158.3861084,1,287674.44,4783264.029
747,747,158.2867279,64,287675.44,4783264.029
748,748,150.1678619,128,287616.44,4783263.029
749,749,150.1781006,64,287617.44,4783263.029
750,750,150.2093658,32,287618.44,4783263.029
751,751,150.2281952,64,287619.44,4783263.029
752,752,150.2451782,32,287620.44,4783263.029
753,753,150.2516479,64,287621.44,4783263.029
754,754,150.264389,64,287622.44,4783263.029
755,755,150.2739105,32,287623.44,4783263.029
756,756,150.2860565,64,287624.44,4783263.029
757,757,150.2969666,32,287625.44,4783263.029
758,758,150.3065643,32,287626.44,4783263.029
759,759,150.3191223,32,287627.44,4783263.029
760,760,150.3270569,32,287628.44,4783263.029
761,761,150.3292999,128,287629.44,4783263.029
762,762,150.3137665,128,287630.44,4783263.029
763,763,150.5097961,64,287631.44,4783263.029
764,764,151.3598938,16,287632.44,4783263.029
765,765,151.3738861,4,287633.44,4783263.029
766,766,151.8887177,64,287634.44,4783263.029
767,767,151.8812256,4,287635.44,4783263.029
768,768,151.5691681,1,287636.44,4783263.029
769,769,150.1998596,64,287637.44,4783263.029
770,770,150.1861725,1,287638.44,4783263.029
771,771,150.1712494,1,287639.44,4783263.029
772,772,150.1517944,4,287640.44,4783263.029
773,773,150.187912,16,287641.44,4783263.029
774,774,150.1941528,128,287642.44,4783263.029
775,775,150.1814575,128,287643.44,4783263.029
776,776,150.1537476,1,287644.44,4783263.029
777,777,150.0555573,1,287645.44,4783263.029
778,778,149.943985,64,287646.44,4783263.029
779,779,149.9620667,16,287647.44,4783263.029
780,780,149.9918365,16,287648.44,4783263.029
781,781,150.0020752,8,287649.44,4783263.029
782,782,150.0150909,16,287650.44,4783263.029
783,783,150.038559,16,287651.44,4783263.029
784,784,150.0632629,16,287652.44,4783263.029
785,785,150.0445709,1,287653.44,4783263.029
786,786,150.0321808,128,287654.44,4783263.029
787,787,152.831604,64,287655.44,4783263.029
788,788,154.8149414,32,287656.44,4783263.029
789,789,155.5205841,32,287657.44,4783263.029
790,790,155.6616974,64,287658.44,4783263.029
791,791,155.6700745,128,287659.44,4783263.029
792,792,154.585083,1,287660.44,4783263.029
793,793,150.2052002,64,287661.44,4783263.029
794,794,154.6224976,16,287662.44,4783263.029
795,795,159.505249,8,287663.44,4783263.029
796,796,159.3879852,1,287664.44,4783263.029
797,797,159.2791443,1,287665.44,4783263.029
798,798,159.1604004,1,287666.44,4783263.029
799,799,159.0541077,1,287667.44,4783263.029
800,800,158.964035,1,287668.44,4783263.029
801,801,158.8505402,1,287669.44,4783263.029
802,802,158.7678986,1,287670.44,4783263.029
803,803,158.6965637,1,287671.44,4783263.029
804,804,158.5980835,1,287672.44,4783263.029
805,805,158.5090027,1,287673.44,4783263.029
806,806,158.401825,1,287674.44,4783263.029
807,807,158.302948,2,287675.44,4783263.029
808,808,150.1953278,64,287616.44,4783262.029
809,809,150.2123718,64,287617.44,4783262.029
810,810,150.2092896,32,287618.44,4783262.029
811,811,150.2263641,16,287619.44,4783262.029
812,812,150.2467041,16,287620.44,4783262.029
813,813,150.2460632,32,287621.44,4783262.029
814,814,150.2598114,16,287622.44,4783262.029
815,815,150.2740631,16,287623.44,4783262.029
816,816,150.2849121,16,287624.44,4783262.029
817,817,150.2937012,16,287625.44,4783262.029
818,818,150.3097992,16,287626.44,4783262.029
819,819,150.3161621,32,287627.44,4783262.029
820,820,150.3293915,16,287628.44,4783262.029
821,821,150.3294067,1,287629.44,4783262.029
822,822,150.3182678,64,287630.44,4783262.029
823,823,150.3011475,32,287631.44,4783262.029
824,824,150.5382385,16,287632.44,4783262.029
825,825,150.6393738,16,287633.44,4783262.029
826,826,150.7432251,16,287634.44,4783262.029
827,827,150.7649231,1,287635.44,4783262.029
828,828,150.6652222,1,287636.44,4783262.029
829,829,150.1993866,1,287637.44,4783262.029
830,830,150.1837921,1,287638.44,4783262.029
831,831,150.1666107,1,287639.44,4783262.029
832,832,150.1301575,64,287640.44,4783262.029
833,833,150.1797485,16,287641.44,4783262.029
834,834,150.1895905,16,287642.44,4783262.029
835,835,150.1906586,128,287643.44,4783262.029
836,836,150.1696167,1,287644.44,4783262.029
837,837,150.0653534,1,287645.44,4783262.029
838,838,149.9494629,64,287646.44,4783262.029
839,839,149.9620972,16,287647.44,4783262.029
840,840,149.9851227,8,287648.44,4783262.029
841,841,149.9992676,16,287649.44,4783262.029
842,842,150.011322,8,287650.44,4783262.029
843,843,150.0393219,16,287651.44,4783262.029
844,844,150.056076,8,287652.44,4783262.029
845,845,150.0489655,2,287653.44,4783262.029
846,846,150.0362091,4,287654.44,4783262.029
847,847,150.695755,16,287655.44,4783262.029
848,848,154.6603241,16,287656.44,4783262.029
849,849,155.0692749,4,287657.44,4783262.029
850,850,155.8905334,8,287658.44,4783262.029
851,851,155.1741638,1,287659.44,4783262.029
852,852,154.0990601,1,287660.44,4783262.029
853,853,150.222641,64,287661.44,4783262.029
854,854,151.7851563,16,287662.44,4783262.029
855,855,159.5463104,16,287663.44,4783262.029
856,856,159.4086456,128,287664.44,4783262.029
857,857,159.3225861,1,287665.44,4783262.029
858,858,159.1791077,1,287666.44,4783262.029
859,859,159.0814362,128,287667.44,4783262.029
860,860,158.9988098,1,287668.44,4783262.029
861,861,158.8847504,1,287669.44,4783262.029
862,862,158.7997437,128,287670.44,4783262.029
863,863,158.7275238,1,287671.44,4783262.029
864,864,158.6213989,1,287672.44,4783262.029
865,865,158.5296631,128,287673.44,4783262.029
866,866,158.4412842,1,287674.44,4783262.029
867,867,158.3396454,2,287675.44,4783262.029
868,868,158.2448578,4,287676.44,4783262.029
869,869,150.2269592,64,287616.44,4783261.029
870,870,150.2350464,32,287617.44,4783261.029
871,871,150.2273102,64,287618.44,4783261.029
872,872,150.2511597,32,287619.44,4783261.029
873,873,150.9232483,64,287620.44,4783261.029
874,874,151.3739929,64,287621.44,4783261.029
875,875,150.2749939,32,287622.44,4783261.029
876,876,150.2873535,32,287623.44,4783261.029
877,877,151.41362,64,287624.44,4783261.029
878,878,151.1771393,64,287625.44,4783261.029
879,879,151.8456879,64,287626.44,4783261.029
880,880,151.0175171,64,287627.44,4783261.029
881,881,151.8925629,64,287628.44,4783261.029
882,882,151.9094543,64,287629.44,4783261.029
883,883,152.4091797,64,287630.44,4783261.029
884,884,150.3184509,64,287631.44,4783261.029
885,885,150.967804,16,287632.44,4783261.029
886,886,151.4675598,64,287633.44,4783261.029
887,887,151.1331177,64,287634.44,4783261.029
888,888,151.2524719,64,287635.44,4783261.029
889,889,151.9691467,64,287636.44,4783261.029
890,890,150.8795166,64,287637.44,4783261.029
891,891,151.9685822,64,287638.44,4783261.029
892,892,151.5587463,64,287639.44,4783261.029
893,893,151.880127,64,287640.44,4783261.029
894,894,151.6038208,64,287641.44,4783261.029
895,895,151.0961456,64,287642.44,4783261.029
896,896,150.1927643,128,287643.44,4783261.029
897,897,150.1837921,1,287644.44,4783261.029
898,898,150.0950928,1,287645.44,4783261.029
899,899,149.9796448,64,287646.44,4783261.029
900,900,149.9518433,4,287647.44,4783261.029
901,901,149.9859161,16,287648.44,4783261.029
902,902,149.9892731,8,287649.44,4783261.029
903,903,150.006134,16,287650.44,4783261.029
904,904,150.0301819,16,287651.44,4783261.029
905,905,150.0501251,8,287652.44,4783261.029
906,906,150.0434265,1,287653.44,4783261.029
907,907,150.030304,2,287654.44,4783261.029
908,908,150.8555298,4,287655.44,4783261.029
909,909,153.9853516,16,287656.44,4783261.029
910,910,154.0057068,4,287657.44,4783261.029
911,911,155.7221527,8,287658.44,4783261.029
912,912,154.7240601,128,287659.44,4783261.029
913,913,155.6646118,1,287660.44,4783261.029
914,914,151.4322815,64,287661.44,4783261.029
915,915,151.3046265,4,287662.44,4783261.029
916,916,159.5811462,4,287663.44,4783261.029
917,917,159.466568,4,287664.44,4783261.029
918,918,159.379837,4,287665.44,4783261.029
919,919,159.2435303,4,287666.44,4783261.029
920,920,159.1495056,4,287667.44,4783261.029
921,921,159.0480042,4,287668.44,4783261.029
922,922,158.9439697,4,287669.44,4783261.029
923,923,158.8578033,4,287670.44,4783261.029
924,924,158.776474,4,287671.44,4783261.029
925,925,158.6721344,4,287672.44,4783261.029
926,926,159.0782318,4,287673.44,4783261.029
927,927,158.4826965,4,287674.44,4783261.029
928,928,158.3943176,4,287675.44,4783261.029
929,929,156.7163391,4,287676.44,4783261.029
930,930,150.7979736,64,287616.44,4783260.029
931,931,150.6308746,64,287617.44,4783260.029
932,932,150.7106476,64,287618.44,4783260.029
933,933,151.0258942,64,287619.44,4783260.029
934,934,153.305542,64,287620.44,4783260.029
935,935,155.2982483,64,287621.44,4783260.029
936,936,155.5052338,64,287622.44,4783260.029
937,937,154.5457001,64,287623.44,4783260.029
938,938,156.1201935,64,287624.44,4783260.029
939,939,155.129425,64,287625.44,4783260.029
940,940,155.5787659,64,287626.44,4783260.029
941,941,156.3062134,64,287627.44,4783260.029
942,942,155.9354706,64,287628.44,4783260.029
943,943,156.5861969,64,287629.44,4783260.029
944,944,156.2545929,128,287630.44,4783260.029
945,945,156.3775635,64,287631.44,4783260.029
946,946,154.8795929,64,287632.44,4783260.029
947,947,155.630661,64,287633.44,4783260.029
948,948,154.4061279,64,287634.44,4783260.029
949,949,154.8653564,64,287635.44,4783260.029
950,950,155.9875641,64,287636.44,4783260.029
951,951,155.0800018,64,287637.44,4783260.029
952,952,156.0174408,64,287638.44,4783260.029
953,953,154.8758087,64,287639.44,4783260.029
954,954,155.3151398,64,287640.44,4783260.029
955,955,155.2962189,64,287641.44,4783260.029
956,956,152.1153564,1,287642.44,4783260.029
957,957,150.1941986,1,287643.44,4783260.029
958,958,150.1838531,128,287644.44,4783260.029
959,959,150.1446991,1,287645.44,4783260.029
960,960,150.0098724,1,287646.44,4783260.029
961,961,149.9453125,4,287647.44,4783260.029
962,962,149.9662323,16,287648.44,4783260.029
963,963,149.9896393,16,287649.44,4783260.029
964,964,150.0104065,16,287650.44,4783260.029
965,965,150.0207214,8,287651.44,4783260.029
966,966,150.0424042,16,287652.44,4783260.029
967,967,150.0520172,2,287653.44,4783260.029
968,968,150.0381012,1,287654.44,4783260.029
969,969,150.0167236,2,287655.44,4783260.029
970,970,151.3278351,4,287656.44,4783260.029
971,971,151.6184845,8,287657.44,4783260.029
972,972,155.116684,16,287658.44,4783260.029
973,973,155.0814362,64,287659.44,4783260.029
974,974,155.6573334,128,287660.44,4783260.029
975,975,154.009079,1,287661.44,4783260.029
976,976,150.2205505,1,287662.44,4783260.029
977,977,150.2188873,16,287663.44,4783260.029
978,978,150.2331696,16,287664.44,4783260.029
979,979,150.2742004,16,287665.44,4783260.029
980,980,150.3257751,16,287666.44,4783260.029
981,981,150.3733826,8,287667.44,4783260.029
982,982,150.3868713,4,287668.44,4783260.029
983,983,150.3787384,8,287669.44,4783260.029
984,984,150.3796082,8,287670.44,4783260.029
985,985,150.3868561,8,287671.44,4783260.029
986,986,150.3896637,2,287672.44,4783260.029
987,987,150.3830261,4,287673.44,4783260.029
988,988,150.3681946,4,287674.44,4783260.029
989,989,150.3703766,4,287675.44,4783260.029
990,990,150.359787,2,287676.44,4783260.029
991,991,150.2782898,4,287616.44,4783259.029
992,992,150.2784119,8,287617.44,4783259.029
993,993,150.3359222,16,287618.44,4783259.029
994,994,150.4357147,4,287619.44,4783259.029
995,995,151.9597168,16,287620.44,4783259.029
996,996,156.9975433,16,287621.44,4783259.029
997,997,157.0007782,128,287622.44,4783259.029
998,998,157.0010834,64,287623.44,4783259.029
999,999,157.0759735,32,287624.44,4783259.029
1000,1000,157.0143127,64,287625.44,4783259.029
1001,1001,157.0270233,64,287626.44,4783259.029
1002,1002,157.0427246,32,287627.44,4783259.029
1003,1003,157.0626831,64,287628.44,4783259.029
1004,1004,157.0870667,32,287629.44,4783259.029
1005,1005,157.1356812,64,287630.44,4783259.029
1006,1006,157.1750488,128,287631.44,4783259.029
1007,1007,157.810257,64,287632.44,4783259.029
1008,1008,157.2562103,128,287633.44,4783259.029
1009,1009,157.2367249,64,287634.44,4783259.029
1010,1010,157.1720123,64,287635.44,4783259.029
1011,1011,157.2140961,32,287636.44,4783259.029
1012,1012,157.2373657,64,287637.44,4783259.029
1013,1013,157.2496796,128,287638.44,4783259.029
1014,1014,157.2271271,64,287639.44,4783259.029
1015,1015,157.2308655,64,287640.44,4783259.029
1016,1016,156.4109497,1,287641.44,4783259.029
1017,1017,152.3436432,1,287642.44,4783259.029
1018,1018,150.1929016,128,287643.44,4783259.029
1019,1019,151.0376587,1,287644.44,4783259.029
1020,1020,150.1575775,128,287645.44,4783259.029
1021,1021,150.0968018,1,287646.44,4783259.029
1022,1022,149.9389648,4,287647.44,4783259.029
1023,1023,149.9687958,16,287648.44,4783259.029
1024,1024,149.9886627,16,287649.44,4783259.029
1025,1025,149.998703,8,287650.44,4783259.029
1026,1026,150.0235138,16,287651.44,4783259.029
1027,1027,150.0363617,16,287652.44,4783259.029
1028,1028,150.0584412,1,287653.44,4783259.029
1029,1029,150.0293274,128,287654.44,4783259.029
1030,1030,150.0214233,1,287655.44,4783259.029
1031,1031,149.9972534,4,287656.44,4783259.029
1032,1032,152.7069397,16,287657.44,4783259.029
1033,1033,156.3612213,16,287658.44,4783259.029
1034,1034,154.0757751,2,287659.44,4783259.029
1035,1035,155.4277344,1,287660.44,4783259.029
1036,1036,153.9996948,128,287661.44,4783259.029
1037,1037,152.4825592,64,287662.44,4783259.029
1038,1038,152.0839844,64,287663.44,4783259.029
1039,1039,150.2412262,4,287664.44,4783259.029
1040,1040,150.2645111,4,287665.44,4783259.029
1041,1041,150.2932587,8,287666.44,4783259.029
1042,1042,150.3227844,4,287667.44,4783259.029
1043,1043,150.3318481,4,287668.44,4783259.029
1044,1044,150.3541718,8,287669.44,4783259.029
1045,1045,150.36409,8,287670.44,4783259.029
1046,1046,150.3736877,4,287671.44,4783259.029
1047,1047,150.3716125,2,287672.44,4783259.029
1048,1048,150.3564453,2,287673.44,4783259.029
1049,1049,150.3492584,4,287674.44,4783259.029
1050,1050,150.3480377,2,287675.44,4783259.029
1051,1051,150.3438721,2,287676.44,4783259.029
1052,1052,150.3259888,4,287677.44,4783259.029
1053,1053,150.2615967,2,287616.44,4783258.029
1054,1054,150.277832,4,287617.44,4783258.029
1055,1055,150.3072357,8,287618.44,4783258.029
1056,1056,150.3014526,16,287619.44,4783258.029
1057,1057,152.7949066,16,287620.44,4783258.029
1058,1058,156.9955597,16,287621.44,4783258.029
1059,1059,157.0095825,1,287622.44,4783258.029
1060,1060,156.9906006,1,287623.44,4783258.029
1061,1061,156.9890137,16,287624.44,4783258.029
1062,1062,156.9988251,16,287625.44,4783258.029
1063,1063,157.0013428,8,287626.44,4783258.029
1064,1064,157.0207367,16,287627.44,4783258.029
1065,1065,157.0440369,16,287628.44,4783258.029
1066,1066,157.0762939,16,287629.44,4783258.029
1067,1067,157.1277008,16,287630.44,4783258.029
1068,1068,157.1852875,16,287631.44,4783258.029
1069,1069,158.0030823,16,287632.44,4783258.029
1070,1070,157.7277985,64,287633.44,4783258.029
1071,1071,157.7220306,64,287634.44,4783258.029
1072,1072,157.7184601,64,287635.44,4783258.029
1073,1073,157.7278748,64,287636.44,4783258.029
1074,1074,157.6945648,64,287637.44,4783258.029
1075,1075,157.7340546,64,287638.44,4783258.029
1076,1076,157.7237701,64,287639.44,4783258.029
1077,1077,157.7519989,128,287640.44,4783258.029
1078,1078,157.7451324,128,287641.44,4783258.029
1079,1079,154.8721924,128,287642.44,4783258.029
1080,1080,151.627533,64,287643.44,4783258.029
1081,1081,151.8056793,4,287644.44,4783258.029
1082,1082,150.671402,1,287645.44,4783258.029
1083,1083,150.1359406,1,287646.44,4783258.029
1084,1084,149.9390411,64,287647.44,4783258.029
1085,1085,149.9657135,16,287648.44,4783258.029
1086,1086,149.9828033,16,287649.44,4783258.029
1087,1087,150.0007477,16,287650.44,4783258.029
1088,1088,150.0220184,16,287651.44,4783258.029
1089,1089,150.0345154,16,287652.44,4783258.029
1090,1090,150.0553741,1,287653.44,4783258.029
1091,1091,150.0327301,1,287654.44,4783258.029
1092,1092,150.0189667,1,287655.44,4783258.029
1093,1093,149.9983215,4,287656.44,4783258.029
1094,1094,151.4425354,16,287657.44,4783258.029
1095,1095,155.9102325,16,287658.44,4783258.029
1096,1096,155.778656,2,287659.44,4783258.029
1097,1097,155.0067749,4,287660.44,4783258.029
1098,1098,155.0918579,128,287661.44,4783258.029
1099,1099,153.8840485,64,287662.44,4783258.029
1100,1100,152.9318542,1,287663.44,4783258.029
1101,1101,150.2129364,4,287664.44,4783258.029
1102,1102,150.232132,16,287665.44,4783258.029
1103,1103,150.2583008,16,287666.44,4783258.029
1104,1104,150.2458496,1,287667.44,4783258.029
1105,1105,150.2294769,4,287668.44,4783258.029
1106,1106,150.2872162,16,287669.44,4783258.029
1107,1107,150.3232117,16,287670.44,4783258.029
1108,1108,150.3358154,16,287671.44,4783258.029
1109,1109,150.3505249,2,287672.44,4783258.029
1110,1110,150.334259,2,287673.44,4783258.029
1111,1111,150.3221741,2,287674.44,4783258.029
1112,1112,150.319397,1,287675.44,4783258.029
1113,1113,150.2815704,1,287676.44,4783258.029
1114,1114,150.2376404,1,287677.44,4783258.029
1115,1115,150.2448273,4,287617.44,4783257.029
1116,1116,151.1603394,16,287618.44,4783257.029
1117,1117,151.1598053,64,287619.44,4783257.029
1118,1118,152.3634186,32,287620.44,4783257.029
1119,1119,157.0001984,16,287621.44,4783257.029
1120,1120,157.0054932,1,287622.44,4783257.029
1121,1121,156.9938049,64,287623.44,4783257.029
1122,1122,157.0001984,64,287624.44,4783257.029
1123,1123,156.9942627,32,287625.44,4783257.029
1124,1124,157.0030212,4,287626.44,4783257.029
1125,1125,157.0126648,8,287627.44,4783257.029
1126,1126,157.0421143,16,287628.44,4783257.029
1127,1127,157.0803375,8,287629.44,4783257.029
1128,1128,157.1407471,16,287630.44,4783257.029
1129,1129,157.1742096,8,287631.44,4783257.029
1130,1130,157.8640289,16,287632.44,4783257.029
1131,1131,158.080719,4,287633.44,4783257.029
1132,1132,158.0984802,4,287634.44,4783257.029
1133,1133,158.0956879,4,287635.44,4783257.029
1134,1134,158.1044922,4,287636.44,4783257.029
1135,1135,158.0945892,64,287637.44,4783257.029
1136,1136,158.0920258,4,287638.44,4783257.029
1137,1137,158.1199951,64,287639.44,4783257.029
1138,1138,158.1192322,4,287640.44,4783257.029
1139,1139,158.1113586,1,287641.44,4783257.029
1140,1140,155.2229614,1,287642.44,4783257.029
1141,1141,150.9361725,1,287643.44,4783257.029
1142,1142,150.1889801,1,287644.44,4783257.029
1143,1143,150.1729126,128,287645.44,4783257.029
1144,1144,150.1562347,1,287646.44,4783257.029
1145,1145,149.963913,64,287647.44,4783257.029
1146,1146,149.9619751,32,287648.44,4783257.029
1147,1147,149.9854889,16,287649.44,4783257.029
1148,1148,150.0044556,16,287650.44,4783257.029
1149,1149,150.0174255,16,287651.44,4783257.029
1150,1150,150.0275574,8,287652.44,4783257.029
1151,1151,150.0571442,16,287653.44,4783257.029
1152,1152,150.0431671,128,287654.44,4783257.029
1153,1153,150.0283051,1,287655.44,4783257.029
1154,1154,149.997406,2,287656.44,4783257.029
1155,1155,152.0394745,4,287657.44,4783257.029
1156,1156,154.9927216,8,287658.44,4783257.029
1157,1157,156.2989197,2,287659.44,4783257.029
1158,1158,153.9568634,4,287660.44,4783257.029
1159,1159,154.9870148,8,287661.44,4783257.029
1160,1160,153.448349,4,287662.44,4783257.029
1161,1161,153.2377625,4,287663.44,4783257.029
1162,1162,150.2192993,8,287664.44,4783257.029
1163,1163,150.2269592,16,287665.44,4783257.029
1164,1164,150.2531433,16,287666.44,4783257.029
1165,1165,150.2530518,1,287667.44,4783257.029
1166,1166,150.2358704,64,287668.44,4783257.029
1167,1167,150.2808685,16,287669.44,4783257.029
1168,1168,150.3238525,16,287670.44,4783257.029
1169,1169,150.3608856,16,287671.44,4783257.029
1170,1170,150.3430176,1,287672.44,4783257.029
1171,1171,150.318512,1,287673.44,4783257.029
1172,1172,150.3011475,1,287674.44,4783257.029
1173,1173,150.2848206,1,287675.44,4783257.029
1174,1174,150.2749939,128,287676.44,4783257.029
1175,1175,150.2609711,64,287677.44,4783257.029
1176,1176,150.2142181,4,287617.44,4783256.029
1177,1177,151.9879913,16,287618.44,4783256.029
1178,1178,152.2927094,64,287619.44,4783256.029
1179,1179,153.6546478,32,287620.44,4783256.029
1180,1180,157.0017548,16,287621.44,4783256.029
1181,1181,157.0026703,1,287622.44,4783256.029
1182,1182,156.9832916,64,287623.44,4783256.029
1183,1183,157.008728,16,287624.44,4783256.029
1184,1184,157.0493011,1,287625.44,4783256.029
1185,1185,156.9909058,4,287626.44,4783256.029
1186,1186,157.0037079,16,287627.44,4783256.029
1187,1187,157.0256042,16,287628.44,4783256.029
1188,1188,157.0641022,16,287629.44,4783256.029
1189,1189,157.1238556,16,287630.44,4783256.029
1190,1190,157.1787262,16,287631.44,4783256.029
1191,1191,157.7291718,16,287632.44,4783256.029
1192,1192,157.6817322,4,287633.44,4783256.029
1193,1193,157.7021179,4,287634.44,4783256.029
1194,1194,157.6893921,4,287635.44,4783256.029
1195,1195,157.7046814,4,287636.44,4783256.029
